metropolitan_area_name,efficiency,one_bedroom,two_bedroom,three_bedroom,four_bedroom,fmr_percentile,unnamed:_7,year
"Medina County, TX HUD Metro FMR Area",$905,$912,"$1,196","$1,578","$1,584",40,,2025
"Midland, TX HUD Metro FMR Area","$1,424","$1,449","$1,780","$2,286","$2,667",40,,2025
"Odessa, TX MSA","$1,245","$1,269","$1,595","$1,912","$2,213",40,,2025
"Oldham County, TX HUD Metro FMR Area",$774,$899,"$1,101","$1,499","$1,734",40,,2025
"Rusk County, TX HUD Metro FMR Area",$890,$895,"$1,175","$1,451","$1,606",40,,2025
"San Angelo, TX MSA",$923,"$1,049","$1,339","$1,821","$2,043",40,,2025
"San Antonio-New Braunfels, TX HUD Metro FMR Area","$1,077","$1,177","$1,426","$1,830","$2,132",40,,2025
"San Jacinto County, TX HUD Metro FMR Area",$935,"$1,048","$1,149","$1,536","$1,928",40,,2025
"Sherman-Denison, TX MSA","$1,088","$1,089","$1,351","$1,879","$2,157",40,,2025
"Texarkana, TX-Texarkana, AR HUD Metro FMR Area",$859,$868,"$1,101","$1,369","$1,657",40,,2025
"Tyler, TX MSA",$984,"$1,089","$1,338","$1,793","$1,981",40,,2025
"Victoria, TX MSA","$1,146","$1,153","$1,442","$1,729","$1,909",40,,2025
"Waco, TX HUD Metro FMR Area",$850,$996,"$1,240","$1,599","$1,644",40,,2025
"Wichita Falls, TX MSA",$831,$925,"$1,136","$1,553","$1,759",40,,2025
"Wise County, TX HUD Metro FMR Area",$912,$918,"$1,205","$1,676","$2,021",40,,2025
FY2026 Texas FMR Local Area Summary,,,,,,,,2025
Locality Name,Metropolitan Area Name,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,FMR Percentile,2025
Anderson County,"Anderson County, TX",$895,$901,"$1,117","$1,339","$1,686",40,2025
Andrews County,"Andrews County, TX","$1,108","$1,300","$1,425","$1,709","$2,097",40,2025
Angelina County,"Angelina County, TX",$876,$892,"$1,021","$1,365","$1,414",40,2025
Aransas County,"Aransas County, TX HUD Metro FMR Area","$1,059","$1,072","$1,407","$1,910","$2,116",40,2025
Archer County,"Wichita Falls, TX MSA",$831,$925,"$1,136","$1,553","$1,759",40,2025
Armstrong County,"Amarillo, TX HUD Metro FMR Area",$778,$903,"$1,106","$1,503","$1,742",40,2025
Atascosa County,"Atascosa County, TX HUD Metro FMR Area",$831,"$1,002","$1,098","$1,435","$1,454",40,2025
Austin County,"Austin County, TX HUD Metro FMR Area",$885,$891,"$1,095","$1,523","$1,837",40,2025
Bailey County,"Bailey County, TX",$756,$778,$973,"$1,266","$1,432",40,2025
Bandera County,"San Antonio-New Braunfels, TX HUD Metro FMR Area","$1,077","$1,177","$1,426","$1,830","$2,132",40,2025
Bastrop County,"Austin-Round Rock-San Marcos, TX MSA","$1,474","$1,562","$1,852","$2,347","$2,760",40,2025
Baylor County,"Baylor County, TX",$737,$742,$973,"$1,353","$1,432",40,2025
Bee County,"Bee County, TX",$897,$903,"$1,185","$1,467","$1,569",40,2025
Bell County,"Killeen-Temple, TX HUD Metro FMR Area",$983,$990,"$1,233","$1,711","$2,068",40,2025
Bexar County,"San Antonio-New Braunfels, TX HUD Metro FMR Area","$1,077","$1,177","$1,426","$1,830","$2,132",40,2025
Blanco County,"Blanco County, TX",$884,$889,"$1,167","$1,623","$1,717",40,2025
Borden County,"Borden County, TX",$789,$811,"$1,015","$1,321","$1,493",40,2025
Bosque County,"Bosque County, TX HUD Metro FMR Area",$671,$742,$973,"$1,283","$1,288",40,2025
Bowie County,"Texarkana, TX-Texarkana, AR HUD Metro FMR Area",$859,$868,"$1,101","$1,369","$1,657",40,2025
Brazoria County,"Brazoria County, TX HUD Metro FMR Area","$1,080","$1,240","$1,359","$1,839","$2,280",40,2025
Brazos County,"College Station-Bryan, TX MSA","$1,025","$1,082","$1,186","$1,649","$1,928",40,2025
Brewster County,"Brewster County, TX",$772,$808,$993,"$1,381","$1,461",40,2025
Briscoe County,"Briscoe County, TX",$789,$811,"$1,015","$1,321","$1,493",40,2025
Brooks County,"Brooks County, TX",$756,$778,$973,"$1,353","$1,432",40,2025
Brown County,"Brown County, TX",$792,$823,"$1,080","$1,362","$1,619",40,2025
Burleson County,"College Station-Bryan, TX MSA","$1,025","$1,082","$1,186","$1,649","$1,928",40,2025
Burnet County,"Burnet County, TX",$969,$997,"$1,247","$1,645","$1,651",40,2025
Caldwell County,"Austin-Round Rock-San Marcos, TX MSA","$1,474","$1,562","$1,852","$2,347","$2,760",40,2025
Calhoun County,"Calhoun County, TX",$756,$888,$973,"$1,353","$1,432",40,2025
Callahan County,"Abilene, TX MSA","$1,010","$1,020","$1,276","$1,653","$1,987",40,2025
Cameron County,"Brownsville-Harlingen, TX MSA",$773,$866,"$1,047","$1,414","$1,479",40,2025
Camp County,"Camp County, TX",$749,$754,$973,"$1,353","$1,432",40,2025
Carson County,"Amarillo, TX HUD Metro FMR Area",$778,$903,"$1,106","$1,503","$1,742",40,2025
Cass County,"Cass County, TX",$737,$742,$973,"$1,328","$1,432",40,2025
Castro County,"Castro County, TX",$795,$801,"$1,050","$1,259","$1,545",40,2025
Chambers County,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area","$1,280","$1,323","$1,573","$2,116","$2,639",40,2025
Cherokee County,"Cherokee County, TX",$751,$756,$984,"$1,362","$1,448",40,2025
Childress County,"Childress County, TX",$816,$853,"$1,049","$1,409","$1,543",40,2025
Clay County,"Wichita Falls, TX MSA",$831,$925,"$1,136","$1,553","$1,759",40,2025
Cochran County,"Cochran County, TX HUD Metro FMR Area",$681,$820,$973,"$1,170","$1,606",40,2025
Coke County,"Coke County, TX",$737,$742,$973,"$1,234","$1,432",40,2025
Coleman County,"Coleman County, TX",$797,$803,"$1,053","$1,263","$1,549",40,2025
Collin County,"Dallas, TX HUD Metro FMR Area","$1,582","$1,648","$1,931","$2,431","$3,091",40,2025
Collingsworth County,"Collingsworth County, TX",$756,$778,$973,"$1,266","$1,432",40,2025
Colorado County,"Colorado County, TX",$892,$917,"$1,147","$1,375","$1,688",40,2025
Comal County,"San Antonio-New Braunfels, TX HUD Metro FMR Area","$1,077","$1,177","$1,426","$1,830","$2,132",40,2025
Comanche County,"Comanche County, TX",$737,$742,$973,"$1,353","$1,432",40,2025
Concho County,"Concho County, TX",$896,$922,"$1,153","$1,500","$1,696",40,2025
Cooke County,"Cooke County, TX",$955,$961,"$1,261","$1,552","$1,719",40,2025
Coryell County,"Killeen-Temple, TX HUD Metro FMR Area",$983,$990,"$1,233","$1,711","$2,068",40,2025
Cottle County,"Cottle County, TX",$789,$811,"$1,015","$1,321","$1,493",40,2025
Crane County,"Crane County, TX",$762,$783,$980,"$1,275","$1,442",40,2025
Crockett County,"Crockett County, TX",$789,$811,"$1,015","$1,321","$1,493",40,2025
Crosby County,"Lubbock, TX HUD Metro FMR Area",$818,$990,"$1,175","$1,634","$1,940",40,2025
Culberson County,"Culberson County, TX",$789,$811,"$1,015","$1,321","$1,493",40,2025
Dallam County,"Dallam County, TX",$910,"$1,067","$1,170","$1,558","$1,721",40,2025
Dallas County,"Dallas, TX HUD Metro FMR Area","$1,582","$1,648","$1,931","$2,431","$3,091",40,2025
Dawson County,"Dawson County, TX",$818,$823,"$1,080","$1,295","$1,589",40,2025
Deaf Smith County,"Deaf Smith County, TX",$738,$855,"$1,070","$1,283","$1,604",40,2025
Delta County,"Delta County, TX",$756,$808,$973,"$1,345","$1,359",40,2025
Denton County,"Dallas, TX HUD Metro FMR Area","$1,582","$1,648","$1,931","$2,431","$3,091",40,2025
DeWitt County,"DeWitt County, TX",$887,$912,"$1,141","$1,368","$1,679",40,2025
Dickens County,"Dickens County, TX",$756,$778,$973,"$1,167","$1,432",40,2025
Dimmit County,"Dimmit County, TX",$756,$888,$973,"$1,353","$1,432",40,2025
Donley County,"Donley County, TX",$756,$778,$973,"$1,178","$1,376",40,2025
Duval County,"Duval County, TX",$789,$811,"$1,015","$1,321","$1,493",40,2025
Eastland County,"Eastland County, TX",$756,$862,$973,"$1,353","$1,632",40,2025
Ector County,"Odessa, TX MSA","$1,245","$1,269","$1,595","$1,912","$2,213",40,2025
Edwards County,"Edwards County, TX",$789,$811,"$1,015","$1,321","$1,493",40,2025
El Paso County,"El Paso, TX HUD Metro FMR Area",$821,"$1,013","$1,191","$1,633","$1,998",40,2025
Ellis County,"Dallas, TX HUD Metro FMR Area","$1,582","$1,648","$1,931","$2,431","$3,091",40,2025
Erath County,"Erath County, TX",$893,$899,"$1,179","$1,640","$1,913",40,2025
Falls County,"Falls County, TX HUD Metro FMR Area",$671,$742,$973,"$1,353","$1,632",40,2025
Fannin County,"Fannin County, TX",$679,$751,$985,"$1,370","$1,652",40,2025
Fayette County,"Fayette County, TX",$771,$882,"$1,019","$1,388","$1,597",40,2025
Fisher County,"Fisher County, TX",$751,$755,$973,"$1,167","$1,432",40,2025
Floyd County,"Floyd County, TX",$737,$742,$973,"$1,167","$1,432",40,2025
Foard County,"Foard County, TX",$745,$750,$973,"$1,266","$1,432",40,2025
Fort Bend County,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area","$1,280","$1,323","$1,573","$2,116","$2,639",40,2025
Franklin County,"Franklin County, TX",$861,$885,"$1,107","$1,327","$1,629",40,2025
Freestone County,"Freestone County, TX",$737,$742,$973,"$1,298","$1,432",40,2025
Frio County,"Frio County, TX",$846,$870,"$1,088","$1,416","$1,601",40,2025
Gaines County,"Gaines County, TX",$756,$832,$973,"$1,167","$1,432",40,2025
Galveston County,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area","$1,280","$1,323","$1,573","$2,116","$2,639",40,2025
Garza County,"Garza County, TX HUD Metro FMR Area",$681,$820,$973,"$1,353","$1,569",40,2025
Gillespie County,"Gillespie County, TX","$1,089","$1,096","$1,438","$1,806","$2,116",40,2025
Glasscock County,"Glasscock County, TX",$789,$811,"$1,015","$1,321","$1,493",40,2025
Goliad County,"Victoria, TX MSA","$1,146","$1,153","$1,442","$1,729","$1,909",40,2025
Gonzales County,"Gonzales County, TX",$671,$742,$973,"$1,353","$1,396",40,2025
Gray County,"Gray County, TX",$785,$790,"$1,037","$1,243","$1,373",40,2025
Grayson County,"Sherman-Denison, TX MSA","$1,088","$1,089","$1,351","$1,879","$2,157",40,2025
Gregg County,"Longview, TX HUD Metro FMR Area","$1,007","$1,013","$1,199","$1,606","$1,694",40,2025
Grimes County,"Grimes County, TX",$830,$853,"$1,067","$1,287","$1,570",40,2025
Guadalupe County,"San Antonio-New Braunfels, TX HUD Metro FMR Area","$1,077","$1,177","$1,426","$1,830","$2,132",40,2025
Hale County,"Hale County, TX",$671,$888,$973,"$1,304","$1,477",40,2025
Hall County,"Hall County, TX",$746,$751,$973,"$1,353","$1,432",40,2025
Hamilton County,"Hamilton County, TX",$737,$742,$973,"$1,309","$1,432",40,2025
Hansford County,"Hansford County, TX",$843,$848,"$1,113","$1,379","$1,474",40,2025
Hardeman County,"Hardeman County, TX",$737,$742,$973,"$1,220","$1,432",40,2025
Hardin County,"Beaumont-Port Arthur, TX MSA",$892,$898,"$1,103","$1,446","$1,732",40,2025
Harris County,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area","$1,280","$1,323","$1,573","$2,116","$2,639",40,2025
Harrison County,"Harrison County, TX HUD Metro FMR Area",$869,$960,"$1,260","$1,511","$1,668",40,2025
Hartley County,"Hartley County, TX",$878,$902,"$1,129","$1,489","$1,495",40,2025
Haskell County,"Haskell County, TX",$756,$778,$973,"$1,353","$1,550",40,2025
Hays County,"Austin-Round Rock-San Marcos, TX MSA","$1,474","$1,562","$1,852","$2,347","$2,760",40,2025
Hemphill County,"Hemphill County, TX",$756,$778,$973,"$1,353","$1,432",40,2025
Henderson County,"Henderson County, TX",$754,$830,"$1,009","$1,328","$1,494",40,2025
Hidalgo County,"McAllen-Edinburg-Mission, TX MSA",$842,$847,"$1,060","$1,376","$1,522",40,2025
Hill County,"Hill County, TX",$705,$802,"$1,023","$1,397","$1,716",40,2025
Hockley County,"Hockley County, TX HUD Metro FMR Area",$848,$854,$973,"$1,353","$1,632",40,2025
Hood County,"Hood County, TX","$1,098","$1,237","$1,412","$1,693","$2,196",40,2025
Hopkins County,"Hopkins County, TX",$910,$952,"$1,115","$1,471","$1,476",40,2025
Houston County,"Houston County, TX",$740,$745,$978,"$1,204","$1,295",40,2025
Howard County,"Howard County, TX",$918,$924,"$1,173","$1,406","$1,726",40,2025
Hudspeth County,"Hudspeth County, TX HUD Metro FMR Area",$671,$828,$973,"$1,167","$1,632",40,2025
Hunt County,"Dallas, TX HUD Metro FMR Area","$1,582","$1,648","$1,931","$2,431","$3,091",40,2025
Hutchinson County,"Hutchinson County, TX",$737,$742,$973,"$1,353","$1,632",40,2025
Irion County,"San Angelo, TX MSA",$923,"$1,049","$1,339","$1,821","$2,043",40,2025
Jack County,"Jack County, TX",$756,$888,$973,"$1,353","$1,432",40,2025
Jackson County,"Jackson County, TX",$822,$940,"$1,057","$1,267","$1,555",40,2025
Jasper County,"Jasper County, TX",$756,$838,$973,"$1,221","$1,432",40,2025
Jeff Davis County,"Jeff Davis County, TX",$789,$811,"$1,015","$1,321","$1,493",40,2025
Jefferson County,"Beaumont-Port Arthur, TX MSA",$892,$898,"$1,103","$1,446","$1,732",40,2025
Jim Hogg County,"Jim Hogg County, TX",$756,$778,$973,"$1,167","$1,432",40,2025
Jim Wells County,"Jim Wells County, TX",$737,$742,$973,"$1,289","$1,432",40,2025
Johnson County,"Fort Worth-Arlington, TX HUD Metro FMR Area","$1,427","$1,473","$1,723","$2,273","$2,815",40,2025
Jones County,"Abilene, TX MSA","$1,010","$1,020","$1,276","$1,653","$1,987",40,2025
Karnes County,"Karnes County, TX",$876,$968,"$1,270","$1,523","$1,869",40,2025
Kaufman County,"Dallas, TX HUD Metro FMR Area","$1,582","$1,648","$1,931","$2,431","$3,091",40,2025
Kendall County,"Kendall County, TX HUD Metro FMR Area","$1,301","$1,311","$1,650","$2,176","$2,185",40,2025
Kenedy County,"Kenedy County, TX",$789,$811,"$1,015","$1,321","$1,493",40,2025
Kent County,"Kent County, TX",$789,$811,"$1,015","$1,321","$1,493",40,2025
Kerr County,"Kerr County, TX",$869,$965,"$1,118","$1,475","$1,523",40,2025
Kimble County,"Kimble County, TX",$737,$742,$973,"$1,340","$1,432",40,2025
King County,"King County, TX",$789,$811,"$1,015","$1,321","$1,493",40,2025
Kinney County,"Kinney County, TX",$789,$811,"$1,015","$1,321","$1,493",40,2025
Kleberg County,"Kleberg County, TX",$914,$953,"$1,238","$1,484","$1,822",40,2025
Knox County,"Knox County, TX",$756,$778,$973,"$1,266","$1,432",40,2025
La Salle County,"La Salle County, TX",$789,$811,"$1,015","$1,321","$1,493",40,2025
Lamar County,"Lamar County, TX",$756,$785,$973,"$1,294","$1,329",40,2025
Lamb County,"Lamb County, TX",$737,$742,$973,"$1,313","$1,632",40,2025
Lampasas County,"Lampasas County, TX HUD Metro FMR Area",$808,$813,"$1,067","$1,475","$1,790",40,2025
Lavaca County,"Lavaca County, TX",$820,$886,"$1,055","$1,265","$1,770",40,2025
Lee County,"Lee County, TX",$887,$912,"$1,141","$1,430","$1,540",40,2025
Leon County,"Leon County, TX",$773,$778,$973,"$1,283","$1,288",40,2025
Liberty County,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area","$1,280","$1,323","$1,573","$2,116","$2,639",40,2025
Limestone County,"Limestone County, TX",$737,$742,$973,"$1,231","$1,432",40,2025
Lipscomb County,"Lipscomb County, TX",$756,$778,$973,"$1,270","$1,432",40,2025
Live Oak County,"Live Oak County, TX",$782,$787,"$1,033","$1,314","$1,547",40,2025
Llano County,"Llano County, TX",$839,$845,"$1,097","$1,526","$1,665",40,2025
Loving County,"Loving County, TX",$789,$811,"$1,015","$1,321","$1,493",40,2025
Lubbock County,"Lubbock, TX HUD Metro FMR Area",$818,$990,"$1,175","$1,634","$1,940",40,2025
Lynn County,"Lynn County, TX HUD Metro FMR Area",$705,$767,"$1,007","$1,207","$1,465",40,2025
Madison County,"Madison County, TX",$737,$742,$973,"$1,353","$1,432",40,2025
Marion County,"Marion County, TX",$756,$778,$973,"$1,238","$1,432",40,2025
Martin County,"Martin County, TX HUD Metro FMR Area","$1,422","$1,441","$1,772","$2,215","$2,722",40,2025
Mason County,"Mason County, TX",$796,$819,"$1,024","$1,333","$1,507",40,2025
Matagorda County,"Matagorda County, TX",$912,$960,"$1,173","$1,498","$1,911",40,2025
Maverick County,"Eagle Pass, TX MSA",$814,$888,$973,"$1,337","$1,499",40,2025
McCulloch County,"McCulloch County, TX",$812,$863,"$1,045","$1,360","$1,538",40,2025
McLennan County,"Waco, TX HUD Metro FMR Area",$850,$996,"$1,240","$1,599","$1,644",40,2025
McMullen County,"McMullen County, TX",$789,$811,"$1,015","$1,321","$1,493",40,2025
Medina County,"Medina County, TX HUD Metro FMR Area",$905,$912,"$1,196","$1,578","$1,584",40,2025
Menard County,"Menard County, TX",$756,$778,$973,"$1,353","$1,432",40,2025
Midland County,"Midland, TX HUD Metro FMR Area","$1,424","$1,449","$1,780","$2,286","$2,667",40,2025
Milam County,"Milam County, TX",$785,$790,"$1,037","$1,302","$1,626",40,2025
Mills County,"Mills County, TX",$756,$888,$973,"$1,353","$1,432",40,2025
Mitchell County,"Mitchell County, TX",$826,$831,"$1,091","$1,420","$1,605",40,2025
Montague County,"Montague County, TX",$820,$856,"$1,055","$1,467","$1,552",40,2025
Montgomery County,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area","$1,280","$1,323","$1,573","$2,116","$2,639",40,2025
Moore County,"Moore County, TX",$786,$791,"$1,038","$1,305","$1,527",40,2025
Morris County,"Morris County, TX",$756,$778,$973,"$1,254","$1,632",40,2025
Motley County,"Motley County, TX",$756,$778,$973,"$1,167","$1,432",40,2025
Nacogdoches County,"Nacogdoches County, TX",$850,$893,"$1,067","$1,279","$1,696",40,2025
Navarro County,"Navarro County, TX",$775,$863,"$1,055","$1,467","$1,552",40,2025
Newton County,"Newton County, TX",$756,$778,$973,"$1,353","$1,594",40,2025
Nolan County,"Nolan County, TX",$774,$810,$995,"$1,384","$1,669",40,2025
Nueces County,"Corpus Christi, TX HUD Metro FMR Area","$1,031","$1,117","$1,366","$1,796","$2,054",40,2025
Ochiltree County,"Ochiltree County, TX",$776,$798,$998,"$1,280","$1,468",40,2025
Oldham County,"Oldham County, TX HUD Metro FMR Area",$774,$899,"$1,101","$1,499","$1,734",40,2025
Orange County,"Beaumont-Port Arthur, TX MSA",$892,$898,"$1,103","$1,446","$1,732",40,2025
Palo Pinto County,"Palo Pinto County, TX",$820,$825,"$1,068","$1,397","$1,792",40,2025
Panola County,"Panola County, TX",$753,$758,$995,"$1,235","$1,434",40,2025
Parker County,"Fort Worth-Arlington, TX HUD Metro FMR Area","$1,427","$1,473","$1,723","$2,273","$2,815",40,2025
Parmer County,"Parmer County, TX",$823,$828,"$1,087","$1,303","$1,698",40,2025
Pecos County,"Pecos County, TX",$756,$888,$973,"$1,353","$1,432",40,2025
Polk County,"Polk County, TX",$849,$855,"$1,122","$1,345","$1,651",40,2025
Potter County,"Amarillo, TX HUD Metro FMR Area",$778,$903,"$1,106","$1,503","$1,742",40,2025
Presidio County,"Presidio County, TX",$789,$811,"$1,015","$1,321","$1,493",40,2025
Rains County,"Rains County, TX",$756,$888,$973,"$1,353","$1,632",40,2025
Randall County,"Amarillo, TX HUD Metro FMR Area",$778,$903,"$1,106","$1,503","$1,742",40,2025
Reagan County,"Reagan County, TX",$789,$811,"$1,015","$1,321","$1,493",40,2025
Real County,"Real County, TX",$812,$953,"$1,045","$1,360","$1,538",40,2025
Red River County,"Red River County, TX",$671,$778,$973,"$1,353","$1,632",40,2025
Reeves County,"Reeves County, TX",$842,$988,"$1,083","$1,299","$1,593",40,2025
Refugio County,"Refugio County, TX",$756,$778,$973,"$1,353","$1,432",40,2025
Roberts County,"Roberts County, TX",$789,$811,"$1,015","$1,321","$1,493",40,2025
Robertson County,"College Station-Bryan, TX MSA","$1,025","$1,082","$1,186","$1,649","$1,928",40,2025
Rockwall County,"Dallas, TX HUD Metro FMR Area","$1,582","$1,648","$1,931","$2,431","$3,091",40,2025
Runnels County,"Runnels County, TX",$809,$815,"$1,069","$1,282","$1,573",40,2025
Rusk County,"Rusk County, TX HUD Metro FMR Area",$890,$895,"$1,175","$1,451","$1,606",40,2025
Sabine County,"Sabine County, TX",$737,$742,$973,"$1,167","$1,432",40,2025
San Augustine County,"San Augustine County, TX",$789,$811,"$1,015","$1,321","$1,493",40,2025
San Jacinto County,"San Jacinto County, TX HUD Metro FMR Area",$935,"$1,048","$1,149","$1,536","$1,928",40,2025
San Patricio County,"Corpus Christi, TX HUD Metro FMR Area","$1,031","$1,117","$1,366","$1,796","$2,054",40,2025
San Saba County,"San Saba County, TX",$781,$786,"$1,031","$1,288","$1,517",40,2025
Schleicher County,"Schleicher County, TX",$756,$778,$973,"$1,266","$1,432",40,2025
Scurry County,"Scurry County, TX",$862,"$1,012","$1,109","$1,528","$1,588",40,2025
Shackelford County,"Shackelford County, TX",$756,$778,$973,"$1,266","$1,432",40,2025
Shelby County,"Shelby County, TX",$756,$888,$973,"$1,353","$1,439",40,2025
Sherman County,"Sherman County, TX",$756,$778,$973,"$1,266","$1,432",40,2025
Smith County,"Tyler, TX MSA",$984,"$1,089","$1,338","$1,793","$1,981",40,2025
Somervell County,"Somervell County, TX",$789,$811,"$1,015","$1,321","$1,493",40,2025
Starr County,"Starr County, TX",$737,$742,$973,"$1,353","$1,490",40,2025
Stephens County,"Stephens County, TX",$789,$811,"$1,015","$1,321","$1,493",40,2025
Sterling County,"Sterling County, TX",$789,$899,"$1,133","$1,519","$1,871",40,2025
Stonewall County,"Stonewall County, TX",$789,$811,"$1,015","$1,321","$1,493",40,2025
Sutton County,"Sutton County, TX",$737,$742,$973,"$1,214","$1,432",40,2025
Swisher County,"Swisher County, TX",$756,$783,$973,"$1,353","$1,432",40,2025
Tarrant County,"Fort Worth-Arlington, TX HUD Metro FMR Area","$1,427","$1,473","$1,723","$2,273","$2,815",40,2025
Taylor County,"Abilene, TX MSA","$1,010","$1,020","$1,276","$1,653","$1,987",40,2025
Terrell County,"Terrell County, TX",$789,$811,"$1,015","$1,321","$1,493",40,2025
Terry County,"Terry County, TX",$756,$778,$973,"$1,266","$1,432",40,2025
Throckmorton County,"Throckmorton County, TX",$767,$788,$986,"$1,182","$1,451",40,2025
Titus County,"Titus County, TX",$774,$779,$973,"$1,263","$1,288",40,2025
Tom Green County,"San Angelo, TX MSA",$923,"$1,049","$1,339","$1,821","$2,043",40,2025
Travis County,"Austin-Round Rock-San Marcos, TX MSA","$1,474","$1,562","$1,852","$2,347","$2,760",40,2025
Trinity County,"Trinity County, TX",$785,$818,"$1,010","$1,211","$1,486",40,2025
Tyler County,"Tyler County, TX",$787,$793,"$1,040","$1,247","$1,604",40,2025
Upshur County,"Longview, TX HUD Metro FMR Area","$1,007","$1,013","$1,199","$1,606","$1,694",40,2025
Upton County,"Upton County, TX",$789,$811,"$1,015","$1,321","$1,493",40,2025
Uvalde County,"Uvalde County, TX",$850,$856,"$1,123","$1,488","$1,751",40,2025
Val Verde County,"Val Verde County, TX",$857,$863,"$1,064","$1,450","$1,455",40,2025
Van Zandt County,"Van Zandt County, TX",$839,$844,"$1,108","$1,458","$1,467",40,2025
Victoria County,"Victoria, TX MSA","$1,146","$1,153","$1,442","$1,729","$1,909",40,2025
Walker County,"Walker County, TX",$857,"$1,097","$1,210","$1,602","$1,780",40,2025
Waller County,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area","$1,280","$1,323","$1,573","$2,116","$2,639",40,2025
Ward County,"Ward County, TX",$945,$963,"$1,215","$1,576","$1,788",40,2025
Washington County,"Washington County, TX",$991,$998,"$1,309","$1,692","$1,733",40,2025
Webb County,"Laredo, TX MSA",$956,$962,"$1,161","$1,499","$1,551",40,2025
Wharton County,"Wharton County, TX",$758,$838,"$1,100","$1,500","$1,718",40,2025
Wheeler County,"Wheeler County, TX",$784,$806,"$1,008","$1,209","$1,483",40,2025
Wichita County,"Wichita Falls, TX MSA",$831,$925,"$1,136","$1,553","$1,759",40,2025
Wilbarger County,"Wilbarger County, TX",$752,$757,$993,"$1,191","$1,512",40,2025
Willacy County,"Willacy County, TX",$737,$742,$973,"$1,353","$1,432",40,2025
Williamson County,"Austin-Round Rock-San Marcos, TX MSA","$1,474","$1,562","$1,852","$2,347","$2,760",40,2025
Wilson County,"San Antonio-New Braunfels, TX HUD Metro FMR Area","$1,077","$1,177","$1,426","$1,830","$2,132",40,2025
Winkler County,"Winkler County, TX",$760,$782,$978,"$1,173","$1,439",40,2025
Wise County,"Wise County, TX HUD Metro FMR Area",$912,$918,"$1,205","$1,676","$2,021",40,2025
Wood County,"Wood County, TX",$705,$814,"$1,022","$1,260","$1,398",40,2025
Yoakum County,"Yoakum County, TX",$922,"$1,082","$1,186","$1,422","$1,745",40,2025
Young County,"Young County, TX",$756,$761,$998,"$1,388","$1,468",40,2025
Zapata County,"Zapata County, TX",$747,$751,$973,"$1,167","$1,432",40,2025
Zavala County,"Zavala County, TX",$756,$778,$973,"$1,353","$1,432",40,2025
